dataset,classifier,metric,author,fold,value
wine-white,naive_bayes,acc,lucas-v2,v17,0.7068437180796732
wine-white,naive_bayes,f1,lucas-v2,v17,0.6677018964100078
wine-white,perceptron,acc,lucas-v2,v17,0.710929519918284
wine-white,perceptron,f1,lucas-v2,v17,0.5626849722433118
wine-white,svm,acc,lucas-v2,v17,0.7313585291113381
wine-white,svm,f1,lucas-v2,v17,0.630219575841918
data.csv,perceptron,acc,luiz-miguel-silva,v17,0.7225
data.csv,perceptron,f1,luiz-miguel-silva,v17,0.6217740414442975
data.csv,svm,acc,luiz-miguel-silva,v17,0.7525
data.csv,svm,f1,luiz-miguel-silva,v17,0.6365877641985773
data.csv,naive_bayes,acc,luiz-miguel-silva,v17,0.6875
data.csv,naive_bayes,f1,luiz-miguel-silva,v17,0.6154658147632478
data.csv,knn,acc,luiz-miguel-silva,v17,0.6825
data.csv,knn,f1,luiz-miguel-silva,v17,0.5715530806057427
data.csv,decision_tree,acc,luiz-miguel-silva,v17,0.6475
data.csv,decision_tree,f1,luiz-miguel-silva,v17,0.5853045294910355
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v17,0.9428571428571428
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v17,0.943574733264092
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v17,0.9428571428571428
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v17,0.9437562437562438
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v17,0.9571428571428572
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v17,0.9576810499480692
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v17,0.95
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v17,0.9507103285612418
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v17,0.9357142857142856
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v17,0.9361555571500322
iris,perceptron,acc,pablo-v2,v17,0.7
iris,perceptron,f1,pablo-v2,v17,0.6105499438832772
iris,svm,acc,pablo-v2,v17,0.9666666666666668
iris,svm,f1,pablo-v2,v17,0.9665831244778612
iris,naive_bayes,acc,pablo-v2,v17,1.0
iris,naive_bayes,f1,pablo-v2,v17,1.0
iris,knn,acc,pablo-v2,v17,0.9333333333333332
iris,knn,f1,pablo-v2,v17,0.9326599326599326
iris,decision_tree,acc,pablo-v2,v17,0.9333333333333332
iris,decision_tree,f1,pablo-v2,v17,0.9326599326599326
bank,perceptron,acc,rafael-leonardo,v17,0.8173110422097123
bank,perceptron,f1,rafael-leonardo,v17,0.7648938628587257
bank,svm,acc,rafael-leonardo,v17,0.7968632611120932
bank,svm,f1,rafael-leonardo,v17,0.5437090960875725
bank,naive_bayes,acc,rafael-leonardo,v17,0.8002690842663744
bank,naive_bayes,f1,rafael-leonardo,v17,0.6645327731330738
bank,knn,acc,rafael-leonardo,v17,0.6795600677212379
bank,knn,f1,rafael-leonardo,v17,0.5839912912277686
bank,decision_tree,acc,rafael-leonardo,v17,0.7422446689592549
bank,decision_tree,f1,rafael-leonardo,v17,0.5435028652311622
Rice,perceptron,acc,rafael-scarpelli,v17,0.9666666666666668
Rice,perceptron,f1,rafael-scarpelli,v17,0.9665831244778612
Rice,svm,acc,rafael-scarpelli,v17,0.9666666666666668
Rice,svm,f1,rafael-scarpelli,v17,0.9665831244778612
Rice,naive_bayes,acc,rafael-scarpelli,v17,0.9333333333333332
Rice,naive_bayes,f1,rafael-scarpelli,v17,0.9326599326599326
Rice,knn,acc,rafael-scarpelli,v17,0.9666666666666668
Rice,knn,f1,rafael-scarpelli,v17,0.9665831244778612
Rice,decision_tree,acc,rafael-scarpelli,v17,0.9333333333333332
Rice,decision_tree,f1,rafael-scarpelli,v17,0.9326599326599326
Mushroom,perceptron,acc,renato-augusto-v2,v17,0.9933510638297872
Mushroom,svm,f1,renato-augusto-v2,v17,0.9689716312056738
Mushroom,svm,acc,renato-augusto-v2,v17,0.9689716312056738
Mushroom,naive_bayes,f1,renato-augusto-v2,v17,0.6586879432624113
Mushroom,naive_bayes,acc,renato-augusto-v2,v17,0.6586879432624113
Mushroom,decision_tree,f1,renato-augusto-v2,v17,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v17,1.0
Mushroom,knn,f1,renato-augusto-v2,v17,1.0
Mushroom,knn,acc,renato-augusto-v2,v17,1.0
car.csv,perceptron,f1,romulo-jordao,v17,0.6339169000933706
car.csv,perceptron,acc,romulo-jordao,v17,0.8410404624277457
car.csv,svm,f1,romulo-jordao,v17,0.887293830842218
car.csv,svm,acc,romulo-jordao,v17,0.9653179190751444
car.csv,naive_bayes,f1,romulo-jordao,v17,0.7197541657508263
car.csv,naive_bayes,acc,romulo-jordao,v17,0.7947976878612717
car.csv,knn,f1,romulo-jordao,v17,0.5262936839681233
car.csv,knn,acc,romulo-jordao,v17,0.8236994219653179
car.csv,decision_tree,f1,romulo-jordao,v17,0.9130055071751292
car.csv,decision_tree,acc,romulo-jordao,v17,0.9508670520231214
mushroom,perceptron,f1,thalles--barros,v17,0.9737640110425309
mushroom,svm,acc,thalles--barros,v17,1.0
mushroom,svm,f1,thalles--barros,v17,1.0
mushroom,naive_bayes,acc,thalles--barros,v17,0.5443349753694581
mushroom,naive_bayes,f1,thalles--barros,v17,0.4818391914732158
mushroom,decision_tree,acc,thalles--barros,v17,1.0
mushroom,decision_tree,f1,thalles--barros,v17,1.0
mushroom,knn,acc,thalles--barros,v17,0.999384236453202
mushroom,knn,f1,thalles--barros,v17,0.9984713150361793
agaricus-lepiota,perceptron,f1,vitor--garcia,v17,0.947080120748954
agaricus-lepiota,perceptron,acc,vitor--garcia,v17,0.948581560283688
agaricus-lepiota,svm,f1,vitor--garcia,v17,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v17,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v17,0.5903804671132608
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v17,0.6888297872340425
agaricus-lepiota,decision_tree,f1,vitor--garcia,v17,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v17,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v17,0.9990787497457988
agaricus-lepiota,knn,acc,vitor--garcia,v17,0.999113475177305
Car Evaluation,perceptron,f1,vitor-oliveira,v17,0.375
Car Evaluation,svm,acc,vitor-oliveira,v17,0.8728323699421965
Car Evaluation,svm,f1,vitor-oliveira,v17,0.7924528301886792
Car Evaluation,naive_bayes,acc,vitor-oliveira,v17,0.8179190751445087
Car Evaluation,naive_bayes,f1,vitor-oliveira,v17,0.7435897435897436
Car Evaluation,decision_tree,acc,vitor-oliveira,v17,0.9682080924855492
Car Evaluation,decision_tree,f1,vitor-oliveira,v17,0.9759036144578312
Car Evaluation,knn,acc,vitor-oliveira,v17,0.9132947976878611
Car Evaluation,knn,f1,vitor-oliveira,v17,0.858974358974359
bank,perceptron,f1,ana--beatriz,v18,0.6894185118556492
bank,perceptron,acc,ana--beatriz,v18,0.8595132743362832
bank,svm,f1,ana--beatriz,v18,0.4697947214076246
bank,svm,acc,ana--beatriz,v18,0.8860619469026548
bank,naive_bayes,f1,ana--beatriz,v18,0.6872643712990669
bank,naive_bayes,acc,ana--beatriz,v18,0.8484513274336283
bank,decision_tree,f1,ana--beatriz,v18,0.6838162635362512
bank,decision_tree,acc,ana--beatriz,v18,0.8860619469026548
bank,knn,f1,ana--beatriz,v18,0.5310408587791161
bank,knn,acc,ana--beatriz,v18,0.8882743362831859
glass_identification,perceptron,acc,andrey--jodar,v18,0.5
glass_identification,svm,f1,andrey--jodar,v18,0.2273242630385487
glass_identification,svm,acc,andrey--jodar,v18,0.4285714285714285
glass_identification,naive_bayes,f1,andrey--jodar,v18,0.4140085061137692
glass_identification,naive_bayes,acc,andrey--jodar,v18,0.4523809523809524
glass_identification,decision_tree,f1,andrey--jodar,v18,0.6511904761904762
glass_identification,decision_tree,acc,andrey--jodar,v18,0.6904761904761905
glass_identification,knn,f1,andrey--jodar,v18,0.5446428571428571
glass_identification,knn,acc,andrey--jodar,v18,0.6190476190476191
spambase,perceptron,f1,arthur--heiji,v18,0.8674669867947179
spambase,perceptron,acc,arthur--heiji,v18,0.8728260869565218
spambase,svm,f1,arthur--heiji,v18,0.9227141816467496
spambase,svm,acc,arthur--heiji,v18,0.9271739130434784
spambase,naive_bayes,f1,arthur--heiji,v18,0.8350071736011477
spambase,naive_bayes,acc,arthur--heiji,v18,0.8369565217391305
spambase,decision_tree,f1,arthur--heiji,v18,0.9205816009037784
spambase,decision_tree,acc,arthur--heiji,v18,0.925
spambase,knn,f1,arthur--heiji,v18,0.8998637576612858
spambase,knn,acc,arthur--heiji,v18,0.9054347826086956
wine_quality_red,perceptron,f1,arthur-hydeki,v18,0.7459650844108762
wine_quality_red,svm,acc,arthur-hydeki,v18,0.9236079792004624
wine_quality_red,svm,f1,arthur-hydeki,v18,0.8587705736896507
wine_quality_red,naive_bayes,acc,arthur-hydeki,v18,0.9054830891167106
wine_quality_red,naive_bayes,f1,arthur-hydeki,v18,0.9157325837037842
wine_quality_red,knn,acc,arthur-hydeki,v18,0.8424044050415989
wine_quality_red,knn,f1,arthur-hydeki,v18,0.8706463114924526
wine_quality_red,decision_tree,acc,arthur-hydeki,v18,0.6975733814360576
wine_quality_red,decision_tree,f1,arthur-hydeki,v18,0.9221570362637432
insurance,logistic_regression,acc,arthur-protazio,v18,0.832089552238806
insurance,logistic_regression,f1,arthur-protazio,v18,0.827868299484069
insurance,decision_tree,acc,arthur-protazio,v18,0.8470149253731343
insurance,decision_tree,f1,arthur-protazio,v18,0.8471558692880753
insurance,random_forest,acc,arthur-protazio,v18,0.8805970149253731
insurance,random_forest,f1,arthur-protazio,v18,0.8808222871655706
insurance,knn,acc,arthur-protazio,v18,0.7873134328358209
insurance,knn,f1,arthur-protazio,v18,0.7845452240615043
insurance,svm,acc,arthur-protazio,v18,0.8992537313432836
insurance,svm,f1,arthur-protazio,v18,0.8990468871318931
column_2c,perceptron,f1,eduardo-barbeiro,v18,0.7278688524590163
column_2c,perceptron,acc,eduardo-barbeiro,v18,0.8225806451612904
column_2c,svm,f1,eduardo-barbeiro,v18,0.5282935455349248
column_2c,svm,acc,eduardo-barbeiro,v18,0.7096774193548387
column_2c,naive_bayes,f1,eduardo-barbeiro,v18,0.8310267471958586
column_2c,naive_bayes,acc,eduardo-barbeiro,v18,0.8709677419354839
column_2c,decision_tree,f1,eduardo-barbeiro,v18,0.786816220880069
column_2c,decision_tree,acc,eduardo-barbeiro,v18,0.8387096774193549
column_2c,knn,f1,eduardo-barbeiro,v18,0.7047619047619048
column_2c,knn,acc,eduardo-barbeiro,v18,0.7419354838709677
Automobile,perceptron,acc,eduardo-cavazin,v18,0.6129032258064516
Automobile,svm,f1,eduardo-cavazin,v18,0.2685185185185185
Automobile,svm,acc,eduardo-cavazin,v18,0.5483870967741935
Automobile,naive_bayes,f1,eduardo-cavazin,v18,0.4056364687943635
Automobile,naive_bayes,acc,eduardo-cavazin,v18,0.4838709677419355
Automobile,decision_tree,f1,eduardo-cavazin,v18,0.6615402141717931
Automobile,decision_tree,acc,eduardo-cavazin,v18,0.7419354838709677
Automobile,knn,f1,eduardo-cavazin,v18,0.4048447204968944
Automobile,knn,acc,eduardo-cavazin,v18,0.5161290322580645
accelerator-mobile,perceptron,f1,gregory--soares,v18,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v18,0.981
accelerator-mobile,svm,f1,gregory--soares,v18,0.813
accelerator-mobile,svm,acc,gregory--soares,v18,0.988
accelerator-mobile,naive_bayes,f1,gregory--soares,v18,0.495
accelerator-mobile,naive_bayes,acc,gregory--soares,v18,0.981
accelerator-mobile,decision_tree,f1,gregory--soares,v18,0.913
accelerator-mobile,decision_tree,acc,gregory--soares,v18,0.993
accelerator-mobile,knn,f1,gregory--soares,v18,0.832
accelerator-mobile,knn,acc,gregory--soares,v18,0.988
iris,perceptron,acc,gustavo--cruz-v2,v18,0.9333333333333332
iris,perceptron,f1,gustavo--cruz-v2,v18,0.9282296650717704
iris,svm,acc,gustavo--cruz-v2,v18,0.5
iris,svm,f1,gustavo--cruz-v2,v18,0.3333333333333333
iris,naive_bayes,acc,gustavo--cruz-v2,v18,1.0
iris,naive_bayes,f1,gustavo--cruz-v2,v18,1.0
iris,decision_tree,acc,gustavo--cruz-v2,v18,0.9666666666666668
iris,decision_tree,f1,gustavo--cruz-v2,v18,0.6444444444444445
iris,knn,acc,gustavo--cruz-v2,v18,0.8333333333333334
iris,knn,f1,gustavo--cruz-v2,v18,0.4545454545454545
garments-workers,perceptron,acc,isaque--cruz,v18,0.8167420814479638
garments-workers,perceptron,f1,isaque--cruz,v18,0.695361758974839
garments-workers,svm,acc,isaque--cruz,v18,0.7669683257918553
garments-workers,svm,f1,isaque--cruz,v18,0.4926843401419672
garments-workers,naive_bayes,acc,isaque--cruz,v18,0.8076923076923077
garments-workers,naive_bayes,f1,isaque--cruz,v18,0.6971992746322788
garments-workers,decision_tree,acc,isaque--cruz,v18,0.8031674208144797
garments-workers,decision_tree,f1,isaque--cruz,v18,0.7375565610859729
garments-workers,knn,acc,isaque--cruz,v18,0.8235294117647058
garments-workers,knn,f1,isaque--cruz,v18,0.7595480541219137
wine,perceptron,acc,larissa-v2,v18,1.0
wine,perceptron,f1,larissa-v2,v18,1.0
wine,svm,acc,larissa-v2,v18,1.0
wine,svm,f1,larissa-v2,v18,1.0
wine,naive_bayes,acc,larissa-v2,v18,1.0
wine,naive_bayes,f1,larissa-v2,v18,1.0
wine,knn,acc,larissa-v2,v18,0.9722222222222222
wine,knn,f1,larissa-v2,v18,0.974320987654321
wine,decision_tree,acc,larissa-v2,v18,0.8611111111111112
wine,decision_tree,f1,larissa-v2,v18,0.8621193789070377
tic_tac_toe,perceptron,f1,leandro-menoni,v18,0.52
tic_tac_toe,perceptron,acc,leandro-menoni,v18,0.52
tic_tac_toe,svm,f1,leandro-menoni,v18,0.46
tic_tac_toe,svm,acc,leandro-menoni,v18,0.68
tic_tac_toe,naive_bayes,f1,leandro-menoni,v18,0.52
tic_tac_toe,naive_bayes,acc,leandro-menoni,v18,0.68
tic_tac_toe,decision_tree,f1,leandro-menoni,v18,0.87
tic_tac_toe,decision_tree,acc,leandro-menoni,v18,0.89
tic_tac_toe,knn,f1,leandro-menoni,v18,0.77
tic_tac_toe,knn,acc,leandro-menoni,v18,0.82
wine-white,decision_tree,acc,lucas-v2,v18,0.7548518896833504
wine-white,decision_tree,f1,lucas-v2,v18,0.7218987018151861
wine-white,knn,acc,lucas-v2,v18,0.7773237997957099
wine-white,knn,f1,lucas-v2,v18,0.7444782338010631
wine-white,naive_bayes,acc,lucas-v2,v18,0.6905005107252298
wine-white,naive_bayes,f1,lucas-v2,v18,0.6508267405575481
wine-white,perceptron,acc,lucas-v2,v18,0.3360572012257405
wine-white,perceptron,f1,lucas-v2,v18,0.2538249751411793
wine-white,svm,acc,lucas-v2,v18,0.7415730337078652
wine-white,svm,f1,lucas-v2,v18,0.6442796680152292
data.csv,perceptron,acc,luiz-miguel-silva,v18,0.695
data.csv,perceptron,f1,luiz-miguel-silva,v18,0.5934001670843775
data.csv,svm,acc,luiz-miguel-silva,v18,0.74
data.csv,svm,f1,luiz-miguel-silva,v18,0.575812741220994
data.csv,naive_bayes,acc,luiz-miguel-silva,v18,0.6575
data.csv,naive_bayes,f1,luiz-miguel-silva,v18,0.5625985400537342
data.csv,knn,acc,luiz-miguel-silva,v18,0.67
data.csv,knn,f1,luiz-miguel-silva,v18,0.5903212083537405
data.csv,decision_tree,acc,luiz-miguel-silva,v18,0.6675
data.csv,decision_tree,f1,luiz-miguel-silva,v18,0.6002051416768257
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v18,0.9571428571428572
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v18,0.9566671071758952
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v18,0.95
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v18,0.9498719772403984
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v18,0.95
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v18,0.9501211199369052
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v18,0.9642857142857144
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v18,0.9639961556470096
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v18,0.95
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v18,0.9501211199369052
iris,perceptron,acc,pablo-v2,v18,0.6333333333333333
iris,perceptron,f1,pablo-v2,v18,0.60067467847354
iris,svm,acc,pablo-v2,v18,0.9666666666666668
iris,svm,f1,pablo-v2,v18,0.9665831244778612
iris,naive_bayes,acc,pablo-v2,v18,1.0
iris,naive_bayes,f1,pablo-v2,v18,1.0
iris,knn,acc,pablo-v2,v18,1.0
iris,knn,f1,pablo-v2,v18,1.0
iris,decision_tree,acc,pablo-v2,v18,0.9666666666666668
iris,decision_tree,f1,pablo-v2,v18,0.9665831244778612
bank,perceptron,acc,rafael-leonardo,v18,0.7210317225453933
bank,perceptron,f1,rafael-leonardo,v18,0.6671296010231899
bank,svm,acc,rafael-leonardo,v18,0.767444031057996
bank,svm,f1,rafael-leonardo,v18,0.5424371821927787
bank,naive_bayes,acc,rafael-leonardo,v18,0.6455301240100219
bank,naive_bayes,f1,rafael-leonardo,v18,0.7592309299460753
bank,knn,acc,rafael-leonardo,v18,0.8266412841671437
bank,knn,f1,rafael-leonardo,v18,0.6564522859221112
bank,decision_tree,acc,rafael-leonardo,v18,0.7659291124032185
bank,decision_tree,f1,rafael-leonardo,v18,0.5001496031488982
Rice,perceptron,acc,rafael-scarpelli,v18,0.9666666666666668
Rice,perceptron,f1,rafael-scarpelli,v18,0.9665831244778612
Rice,svm,acc,rafael-scarpelli,v18,1.0
Rice,svm,f1,rafael-scarpelli,v18,1.0
Rice,naive_bayes,acc,rafael-scarpelli,v18,0.9333333333333332
Rice,naive_bayes,f1,rafael-scarpelli,v18,0.9326599326599326
Rice,knn,acc,rafael-scarpelli,v18,0.9666666666666668
Rice,knn,f1,rafael-scarpelli,v18,0.9665831244778612
Rice,decision_tree,acc,rafael-scarpelli,v18,0.9333333333333332
Rice,decision_tree,f1,rafael-scarpelli,v18,0.9333333333333332
Mushroom,perceptron,acc,renato-augusto-v2,v18,0.9887706855791962
Mushroom,svm,f1,renato-augusto-v2,v18,0.9689716312056738
Mushroom,svm,acc,renato-augusto-v2,v18,0.9689716312056738
Mushroom,naive_bayes,f1,renato-augusto-v2,v18,0.6586879432624113
Mushroom,naive_bayes,acc,renato-augusto-v2,v18,0.6586879432624113
Mushroom,decision_tree,f1,renato-augusto-v2,v18,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v18,1.0
Mushroom,knn,f1,renato-augusto-v2,v18,1.0
Mushroom,knn,acc,renato-augusto-v2,v18,1.0
car.csv,perceptron,f1,romulo-jordao,v18,0.6969526350438308
car.csv,perceptron,acc,romulo-jordao,v18,0.881159420289855
car.csv,svm,f1,romulo-jordao,v18,0.8990178830973208
car.csv,svm,acc,romulo-jordao,v18,0.9681159420289857
car.csv,naive_bayes,f1,romulo-jordao,v18,0.7036815087804622
car.csv,naive_bayes,acc,romulo-jordao,v18,0.7971014492753623
car.csv,knn,f1,romulo-jordao,v18,0.5083931828545372
car.csv,knn,acc,romulo-jordao,v18,0.8434782608695652
car.csv,decision_tree,f1,romulo-jordao,v18,0.8681566311856475
car.csv,decision_tree,acc,romulo-jordao,v18,0.9652173913043478
mushroom,perceptron,f1,thalles--barros,v18,0.8464774419209227
mushroom,svm,acc,thalles--barros,v18,0.999384236453202
mushroom,svm,f1,thalles--barros,v18,0.9993147930856546
mushroom,naive_bayes,acc,thalles--barros,v18,0.8713054187192119
mushroom,naive_bayes,f1,thalles--barros,v18,0.8572859969011414
mushroom,decision_tree,acc,thalles--barros,v18,1.0
mushroom,decision_tree,f1,thalles--barros,v18,1.0
mushroom,knn,acc,thalles--barros,v18,0.999384236453202
mushroom,knn,f1,thalles--barros,v18,0.9993147930856546
agaricus-lepiota,perceptron,f1,vitor--garcia,v18,0.9079007713154056
agaricus-lepiota,perceptron,acc,vitor--garcia,v18,0.9166666666666666
agaricus-lepiota,svm,f1,vitor--garcia,v18,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v18,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v18,0.5871385360608644
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v18,0.7012411347517731
agaricus-lepiota,decision_tree,f1,vitor--garcia,v18,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v18,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v18,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v18,1.0
Car Evaluation,perceptron,f1,vitor-oliveira,v18,0.375
Car Evaluation,svm,acc,vitor-oliveira,v18,0.8728323699421965
Car Evaluation,svm,f1,vitor-oliveira,v18,0.7924528301886792
Car Evaluation,naive_bayes,acc,vitor-oliveira,v18,0.8179190751445087
Car Evaluation,naive_bayes,f1,vitor-oliveira,v18,0.7435897435897436
Car Evaluation,decision_tree,acc,vitor-oliveira,v18,0.9682080924855492
Car Evaluation,decision_tree,f1,vitor-oliveira,v18,0.9759036144578312
Car Evaluation,knn,acc,vitor-oliveira,v18,0.9132947976878611
Car Evaluation,knn,f1,vitor-oliveira,v18,0.858974358974359
bank,perceptron,f1,ana--beatriz,v19,0.5273202614379084
bank,perceptron,acc,ana--beatriz,v19,0.8938053097345132
bank,svm,f1,ana--beatriz,v19,0.4707259953161593
bank,svm,acc,ana--beatriz,v19,0.8893805309734514
bank,naive_bayes,f1,ana--beatriz,v19,0.6083220927856121
bank,naive_bayes,acc,ana--beatriz,v19,0.8241150442477876
bank,decision_tree,f1,ana--beatriz,v19,0.6851651788252686
bank,decision_tree,acc,ana--beatriz,v19,0.8915929203539823
bank,knn,f1,ana--beatriz,v19,0.4972109875749901
bank,knn,acc,ana--beatriz,v19,0.8860619469026548
glass_identification,perceptron,acc,andrey--jodar,v19,0.5
glass_identification,svm,f1,andrey--jodar,v19,0.2601794340924775
glass_identification,svm,acc,andrey--jodar,v19,0.5
glass_identification,naive_bayes,f1,andrey--jodar,v19,0.4774374331887065
glass_identification,naive_bayes,acc,andrey--jodar,v19,0.4761904761904761
glass_identification,decision_tree,f1,andrey--jodar,v19,0.5510429385429386
glass_identification,decision_tree,acc,andrey--jodar,v19,0.6904761904761905
glass_identification,knn,f1,andrey--jodar,v19,0.3798309178743961
glass_identification,knn,acc,andrey--jodar,v19,0.5714285714285714
spambase,perceptron,f1,arthur--heiji,v19,0.8700687317578382
spambase,perceptron,acc,arthur--heiji,v19,0.8760869565217392
spambase,svm,f1,arthur--heiji,v19,0.9313801371663616
spambase,svm,acc,arthur--heiji,v19,0.933695652173913
spambase,naive_bayes,f1,arthur--heiji,v19,0.8313541692537126
spambase,naive_bayes,acc,arthur--heiji,v19,0.8315217391304348
spambase,decision_tree,f1,arthur--heiji,v19,0.9286360698125404
spambase,decision_tree,acc,arthur--heiji,v19,0.9315217391304348
spambase,knn,f1,arthur--heiji,v19,0.901799965892542
spambase,knn,acc,arthur--heiji,v19,0.9054347826086956
wine_quality_red,perceptron,f1,arthur-hydeki,v19,0.7432290968570284
wine_quality_red,svm,acc,arthur-hydeki,v19,0.880155785938988
wine_quality_red,svm,f1,arthur-hydeki,v19,0.8874234959742336
wine_quality_red,naive_bayes,acc,arthur-hydeki,v19,0.8861993172889923
wine_quality_red,naive_bayes,f1,arthur-hydeki,v19,0.8872795138081948
wine_quality_red,knn,acc,arthur-hydeki,v19,0.872282932451583
wine_quality_red,knn,f1,arthur-hydeki,v19,0.8509290140445592
wine_quality_red,decision_tree,acc,arthur-hydeki,v19,0.7250069436423155
wine_quality_red,decision_tree,f1,arthur-hydeki,v19,0.7543911388284913
insurance,logistic_regression,acc,arthur-protazio,v19,0.8619402985074627
insurance,logistic_regression,f1,arthur-protazio,v19,0.8598716853347115
insurance,decision_tree,acc,arthur-protazio,v19,0.8283582089552238
insurance,decision_tree,f1,arthur-protazio,v19,0.828518503137579
insurance,random_forest,acc,arthur-protazio,v19,0.8992537313432836
insurance,random_forest,f1,arthur-protazio,v19,0.8990041591938492
insurance,knn,acc,arthur-protazio,v19,0.8507462686567164
insurance,knn,f1,arthur-protazio,v19,0.8489529547235667
insurance,svm,acc,arthur-protazio,v19,0.8955223880597015
insurance,svm,f1,arthur-protazio,v19,0.8945699228307924
column_2c,perceptron,f1,eduardo-barbeiro,v19,0.6978121757177448
column_2c,perceptron,acc,eduardo-barbeiro,v19,0.7903225806451613
column_2c,svm,f1,eduardo-barbeiro,v19,0.489135158626684
column_2c,svm,acc,eduardo-barbeiro,v19,0.6612903225806451
column_2c,naive_bayes,f1,eduardo-barbeiro,v19,0.8424691358024691
column_2c,naive_bayes,acc,eduardo-barbeiro,v19,0.8709677419354839
column_2c,decision_tree,f1,eduardo-barbeiro,v19,0.7160453925159808
column_2c,decision_tree,acc,eduardo-barbeiro,v19,0.7741935483870968
column_2c,knn,f1,eduardo-barbeiro,v19,0.728114478114478
column_2c,knn,acc,eduardo-barbeiro,v19,0.7741935483870968
Automobile,perceptron,acc,eduardo-cavazin,v19,0.5161290322580645
Automobile,svm,f1,eduardo-cavazin,v19,0.1314655172413793
Automobile,svm,acc,eduardo-cavazin,v19,0.2903225806451613
Automobile,naive_bayes,f1,eduardo-cavazin,v19,0.3309283309283309
Automobile,naive_bayes,acc,eduardo-cavazin,v19,0.4516129032258064
Automobile,decision_tree,f1,eduardo-cavazin,v19,0.5416971916971917
Automobile,decision_tree,acc,eduardo-cavazin,v19,0.6451612903225806
Automobile,knn,f1,eduardo-cavazin,v19,0.5167378917378918
Automobile,knn,acc,eduardo-cavazin,v19,0.6129032258064516
accelerator-mobile,perceptron,f1,gregory--soares,v19,0.496
accelerator-mobile,perceptron,acc,gregory--soares,v19,0.984
accelerator-mobile,svm,f1,gregory--soares,v19,0.827
accelerator-mobile,svm,acc,gregory--soares,v19,0.989
accelerator-mobile,naive_bayes,f1,gregory--soares,v19,0.497
accelerator-mobile,naive_bayes,acc,gregory--soares,v19,0.984
accelerator-mobile,decision_tree,f1,gregory--soares,v19,0.934
accelerator-mobile,decision_tree,acc,gregory--soares,v19,0.996
accelerator-mobile,knn,f1,gregory--soares,v19,0.804
accelerator-mobile,knn,acc,gregory--soares,v19,0.989
iris,perceptron,acc,gustavo--cruz-v2,v19,0.0666666666666666
iris,perceptron,f1,gustavo--cruz-v2,v19,0.0416666666666666
iris,svm,acc,gustavo--cruz-v2,v19,0.9666666666666668
iris,svm,f1,gustavo--cruz-v2,v19,0.964747356051704
iris,naive_bayes,acc,gustavo--cruz-v2,v19,0.9
iris,naive_bayes,f1,gustavo--cruz-v2,v19,0.4736842105263157
iris,decision_tree,acc,gustavo--cruz-v2,v19,1.0
iris,decision_tree,f1,gustavo--cruz-v2,v19,1.0
iris,knn,acc,gustavo--cruz-v2,v19,1.0
iris,knn,f1,gustavo--cruz-v2,v19,1.0
garments-workers,perceptron,acc,isaque--cruz,v19,0.755656108597285
garments-workers,perceptron,f1,isaque--cruz,v19,0.6433886149708651
garments-workers,svm,acc,isaque--cruz,v19,0.7420814479638009
garments-workers,svm,f1,isaque--cruz,v19,0.4425366199052972
garments-workers,naive_bayes,acc,isaque--cruz,v19,0.7782805429864253
garments-workers,naive_bayes,f1,isaque--cruz,v19,0.6223803047738605
garments-workers,decision_tree,acc,isaque--cruz,v19,0.7963800904977375
